Region,District,Sector,School_Name,Year,Male_Dropout_Percentage,Female_Dropout_Percentage,Overall_Dropout_Percentage,Completion_Total,Reenrollment_Rate,Attendance_Rate,Avg_Household_Income_RWF,TS_Ratio_Numeric,Dropout_Level
Western,Rubavu,Sector-1,ES Kigoma,2019,7.08,3.15,5.12,77.01,7.56,63.8,508117,0.021276596,Low
Western,Rubavu,Sector-2,GS Kimironko II,2020,14.45,3.57,9.01,72.43,13.96,66.41,519614,0.021276596,Low
Western,Rubavu,Sector-4,Mater Dei,2021,19.09,6.48,12.79,79.74,6.45,81.18,543837,0.021276596,Medium
Western,Rubavu,Sector-2,GS Rukomo,2022,18.7,28.23,23.47,68.66,19.78,78.43,430955,0.021276596,Medium
Western,Rubavu,Sector-1,New Vision,2023,28.52,3.27,15.9,82.41,8.82,93.79,307791,0.021276596,Medium
Western,Rubavu,Sector-7,GS Camp Kigali,2024,19.39,23.46,21.43,65.67,6.96,67.47,109695,0.021276596,Medium
Western,Rubavu,Sector-2,GS Matara,2010,5.22,1.97,3.6,85.62,6.2,64.63,518754,0.029411765,Low
Western,Rubavu,Sector-5,GS Agataramo,2011,28.04,8.21,18.12,72.94,17.63,80.29,263249,0.029411765,Medium
Western,Rubavu,Sector-1,Mater Dei,2012,25.32,17.88,21.6,72.75,8.78,88.4,408697,0.029411765,Medium
Western,Rubavu,Sector-6,ES Kigoma,2013,25.45,15.2,20.33,79.58,6.74,66.24,204512,0.029411765,Medium
Western,Rubavu,Sector-3,Marie Merci,2014,21.82,22.54,22.18,56.8,2.89,70.97,119589,0.029411765,Medium
Western,Rubavu,Sector-8,Marie Merci,2015,4.88,28.37,16.63,74.62,15.82,76.26,233909,0.029411765,Medium
Western,Rubavu,Sector-5,GS Matara,2016,15.8,4.71,10.25,78.4,6.86,70.52,144397,0.029411765,Medium
Western,Rubavu,Sector-7,GS Matara,2017,8.02,12.56,10.29,69.79,13.07,66.84,449473,0.029411765,Medium
Western,Rubavu,Sector-8,GS Rwanyanza,2018,23.44,24.6,24.02,67.47,8.08,89.49,125968,0.029411765,Medium
Western,Rubavu,Sector-9,GS Ruramira,2019,14.04,29.19,21.61,88.92,18.43,71.62,150969,0.029411765,Medium
Western,Rubavu,Sector-3,GS Agataramo,2020,13.27,9.08,11.18,84.72,16.06,75.48,181311,0.029411765,Medium
Western,Rubavu,Sector-2,Marie Merci,2021,13.39,7.77,10.58,98.78,13.3,93.74,183265,0.029411765,Medium
Western,Rubavu,Sector-3,Mater Dei,2022,9.3,6.77,8.03,73.87,9.67,77.51,188241,0.029411765,Low
Western,Rubavu,Sector-3,GS Camp Kigali,2023,15.53,10.33,12.93,62.71,10.62,86.89,302615,0.029411765,Medium
Western,Rubavu,Sector-5,GS Rwanyanza,2024,18.11,6.82,12.46,61.23,18.44,69.97,242857,0.029411765,Medium
Western,Rusizi,Sector-8,New Vision,2010,19.61,24.7,22.15,70.38,6.11,70.5,394120,0.027777778,Medium
Western,Rusizi,Sector-3,GS Camp Kigali,2011,22.59,2.38,12.49,73.14,7.76,91.31,399461,0.027777778,Medium
Western,Rusizi,Sector-4,GS Mweya,2012,5.64,12.55,9.09,88.2,6.58,62.75,400102,0.027777778,Low
Western,Rusizi,Sector-2,GS Nyacyina,2013,15.74,1.7,8.72,78.32,8.25,82.16,190073,0.027777778,Low
Western,Rusizi,Sector-2,GS Rwanyanza,2014,8.44,1.29,4.86,59.6,15.34,86.39,552014,0.027777778,Low
Western,Rusizi,Sector-1,Marie Merci,2015,7,27.11,17.05,65.94,3.99,76.03,510094,0.027777778,Medium
Western,Rusizi,Sector-1,GS Camp Kigali,2016,15.68,20.48,18.08,85.34,17.3,98.63,557547,0.027777778,Medium
Western,Rusizi,Sector-2,GS Cyahafi,2017,15.5,5.09,10.29,71.64,9.98,76.87,414041,0.027777778,Medium
Western,Rusizi,Sector-2,GS Rutongo,2018,7.24,8.88,8.06,72.2,15.58,90.8,307132,0.027777778,Low
Western,Rusizi,Sector-4,ES Kigoma,2019,8.56,5.72,7.14,72.29,2.77,83.01,172847,0.027777778,Low
Western,Rusizi,Sector-5,GS Camp Kigali,2020,22.7,14.62,18.66,88.23,12.44,84.18,474998,0.027777778,Medium
Western,Rusizi,Sector-6,GS Nyacyina,2021,12.47,23.28,17.87,72.07,13.41,80.71,258964,0.027777778,Medium
Western,Rusizi,Sector-3,ES Kigoma,2022,19.63,28,23.81,87.22,4.43,73.66,252185,0.027777778,Medium
Western,Rusizi,Sector-7,GS Rukomo,2023,8.82,8.04,8.43,79.73,14.52,83.02,502632,0.027777778,Low
Western,Rusizi,Sector-4,GS Rutongo,2024,20.05,22.24,21.15,79.4,5.34,61.79,357716,0.027777778,Medium
Western,Rusizi,Sector-5,GS Ruramira,2010,6.09,13.22,9.66,81.47,8.21,81.5,281350,0.032258065,Low
Western,Rusizi,Sector-4,GS Rukomo,2011,4.09,27.27,15.68,61.82,13.18,62.09,464593,0.032258065,Medium
Western,Rusizi,Sector-2,GS Rukomo,2012,19.77,1.96,10.86,52,0.76,90.52,545919,0.032258065,Medium
Western,Rusizi,Sector-4,GS Nyacyina,2013,15.15,21.65,18.4,95.07,4.74,73.1,487554,0.032258065,Medium
Western,Rusizi,Sector-7,GS Migongo,2014,23.51,29.17,26.34,69.29,5.13,77.17,115330,0.032258065,High
Western,Rusizi,Sector-5,GS Camp Kigali,2015,18.22,1.46,9.84,73.02,13.94,61.28,408959,0.032258065,Low
Western,Rusizi,Sector-5,GS Cyahafi,2016,18.28,14.35,16.32,67.94,13.57,85.45,325097,0.032258065,Medium
Western,Rusizi,Sector-1,New Vision,2017,6.75,15.33,11.04,81.68,13.23,81.46,176815,0.032258065,Medium
Western,Rusizi,Sector-1,GS Camp Kigali,2018,12.87,26.97,19.92,78.95,15.78,64.75,346509,0.032258065,Medium
Western,Rusizi,Sector-5,GS Akumunigo,2019,11.4,4.43,7.91,94.59,13.61,76.35,552201,0.032258065,Low
Western,Rusizi,Sector-9,GS Gahanga I,2020,23.91,24.64,24.28,67.69,19.46,60.27,432870,0.032258065,Medium
Western,Rusizi,Sector-7,GS Kinteko,2021,2.62,17.64,10.13,83.61,3.1,63.14,591975,0.032258065,Medium
Western,Rusizi,Sector-5,GS Ruramira,2022,25.62,16.13,20.87,93.48,8.56,87.72,188552,0.032258065,Medium
Western,Rusizi,Sector-6,GS Nyacyina,2023,6.73,27.41,17.07,61.52,4.2,80.67,348914,0.032258065,Medium
Western,Rusizi,Sector-1,GS Mubuga,2024,18.37,3.58,10.98,60.76,16.45,88.83,579389,0.032258065,Medium
Western,Rusizi,Sector-8,GS Mubuga,2010,2.59,20.53,11.56,92.38,16.24,67.36,219894,0.022222222,Medium
Western,Rusizi,Sector-9,GS Migongo,2011,21.85,22.16,22,70.45,0.83,87.19,580795,0.022222222,Medium
Western,Rusizi,Sector-3,GS Rukomo,2012,1.67,11.82,6.74,67.68,16.9,96.69,100997,0.022222222,Low
Western,Rusizi,Sector-8,GS Akumunigo,2013,1.01,5.89,3.45,58.96,12.13,96.33,221509,0.022222222,Low
Western,Rusizi,Sector-5,GS Buye,2014,14.09,28.22,21.15,58.36,0.41,61.18,518161,0.022222222,Medium
Western,Rusizi,Sector-4,GS Camp Kigali,2015,16.13,19.47,17.8,70.33,16.46,85.89,203976,0.022222222,Medium
Western,Rusizi,Sector-9,GS Rukomo,2016,3.99,7.6,5.79,57.67,13.54,64.34,164541,0.022222222,Low
Western,Rusizi,Sector-8,GS Cyahafi,2017,26.36,22.73,24.54,74.81,1.83,60.49,457491,0.022222222,Medium
Western,Rusizi,Sector-3,GS Akumunigo,2018,13.39,4.91,9.15,84.6,7.74,82.77,123645,0.022222222,Low
Western,Rusizi,Sector-9,GS Ruheru,2019,8.29,5.82,7.05,77.28,4.68,90.27,251460,0.022222222,Low
Western,Rusizi,Sector-5,GS Ruheru,2020,18.05,17.55,17.8,75.86,14.31,79.67,214587,0.022222222,Medium
Western,Rusizi,Sector-7,GS Rwanyanza,2021,4.18,22.74,13.46,55.06,15,99.04,454689,0.022222222,Medium
Western,Rusizi,Sector-4,New Vision,2022,25.45,14.63,20.04,69.56,11.59,84.64,491698,0.022222222,Medium
Western,Rusizi,Sector-7,GS Gitega,2023,20.29,13.73,17.01,89.03,9.01,68.8,487758,0.022222222,Medium
Western,Rusizi,Sector-9,GS Migongo,2024,10.43,14.66,12.55,73.58,18.93,94.31,305719,0.022222222,Medium
Western,Rusizi,Sector-9,GS Agataramo,2010,22.54,6.22,14.38,91.64,18.79,97.34,343181,0.019230769,Medium
Western,Rusizi,Sector-2,GS Nyacyina,2011,11.69,2.57,7.13,86.66,10.06,83.92,209869,0.019230769,Low
Western,Rusizi,Sector-8,King David,2012,1.41,1.2,1.31,58.52,18.73,70.41,277561,0.019230769,Low
Western,Rusizi,Sector-6,New Vision,2013,18.16,1.35,9.75,68.42,5.4,71.16,246123,0.019230769,Low
Western,Rusizi,Sector-5,GS Rwanyanza,2014,15.63,29.29,22.46,88.81,5.83,98.38,538866,0.019230769,Medium
Western,Rusizi,Sector-8,GS Gahanga I,2015,17.32,3.89,10.61,76.57,9.39,69,223225,0.019230769,Medium
Western,Rusizi,Sector-4,GS Matara,2016,4.38,11.67,8.02,66.7,13.99,95.71,565996,0.019230769,Low
Western,Rusizi,Sector-2,New Vision,2017,14.51,15.85,15.18,61.95,18.3,67.51,242645,0.019230769,Medium
Western,Rusizi,Sector-6,GS Camp Kigali,2018,16.57,22.11,19.34,68.25,17.55,88.11,140108,0.019230769,Medium
Western,Rusizi,Sector-4,GS Gitega,2019,22.54,27.1,24.82,95.22,19.66,67.69,434341,0.019230769,Medium
Western,Rusizi,Sector-9,ES Kigoma,2020,8.95,6.88,7.91,62.47,6.96,99.14,334729,0.019230769,Low
Western,Rusizi,Sector-3,GS Kinteko,2021,21.85,23.24,22.55,60.83,2.16,84.72,556979,0.019230769,Medium
Western,Rusizi,Sector-1,Mater Dei,2022,19.86,10.06,14.96,70.87,8.33,99.14,573267,0.019230769,Medium
Western,Rusizi,Sector-7,GS Rwanyanza,2023,8.7,9.78,9.24,70.03,6.76,84.27,142311,0.019230769,Low
Western,Rusizi,Sector-1,GS Cyahafi,2024,21.39,7.46,14.42,69.33,11.12,72.78,181696,0.019230769,Medium
Western,Rusizi,Sector-2,GS Gitega,2010,3.73,5.98,4.86,67.88,4.99,63.77,142407,0.018518519,Low
Western,Rusizi,Sector-8,New Vision,2011,26.83,21.84,24.33,72.35,12.01,79.72,543853,0.018518519,Medium
Western,Rusizi,Sector-4,GS Ruramira,2012,20.77,29.81,25.29,71.41,12.5,78.41,199811,0.018518519,High
Western,Rusizi,Sector-7,GS Akumunigo,2013,24.99,20.68,22.84,59.32,17.36,71.52,595751,0.018518519,Medium
Western,Rusizi,Sector-4,King David,2014,11.73,3.06,7.4,94.56,9.61,94.19,576467,0.018518519,Low
Western,Rusizi,Sector-6,GS Matara,2015,6.15,14.85,10.5,74.61,4.64,81.55,480815,0.018518519,Medium
Western,Rusizi,Sector-6,GS Rwamagana,2016,27.14,25.18,26.16,79.24,18.31,78.97,379087,0.018518519,High
Western,Rusizi,Sector-3,GS Ruramira,2017,4.64,13.13,8.89,71.07,4.55,78.31,489569,0.018518519,Low
Western,Rusizi,Sector-8,GS Mubuga,2018,14.79,13.31,14.05,85.06,8.79,87.59,465130,0.018518519,Medium
Western,Rusizi,Sector-4,GS Buye,2019,13.94,12.92,13.43,69.73,2.95,95.64,433862,0.018518519,Medium
Western,Rusizi,Sector-4,GS Ruheru,2020,3.8,1.39,2.59,65.26,13.6,60.87,100064,0.018518519,Low
Western,Rusizi,Sector-3,Mater Dei,2021,3.49,14.37,8.93,93.24,14.33,86.69,480438,0.018518519,Low
Western,Rusizi,Sector-7,New Vision,2022,18.34,7.14,12.74,81.96,14.57,98.48,102631,0.018518519,Medium
Western,Rusizi,Sector-7,ES Kigoma,2023,14.86,15.65,15.26,88.3,14,95.89,442237,0.018518519,Medium
Western,Rusizi,Sector-8,GS Cyahafi,2024,15.57,5.82,10.69,74.92,17.5,71.32,128004,0.018518519,Medium
Western,Karongi,Sector-8,ES Kigoma,2010,21.5,23.92,22.71,61.39,17.21,80.5,247748,0.032258065,Medium
Western,Karongi,Sector-7,GS Camp Kigali,2011,14.74,24.19,19.46,83.84,10.92,73.31,424888,0.032258065,Medium
Western,Karongi,Sector-5,Marie Merci,2012,7.21,14.79,11,64.62,1.98,98.68,271475,0.032258065,Medium
Western,Karongi,Sector-9,GS Camp Kigali,2013,25.33,28.01,26.67,81.21,0.24,91.72,410625,0.032258065,High
Western,Karongi,Sector-1,GS Rwamagana,2014,18.05,15.54,16.79,73.93,14.27,87.26,340454,0.032258065,Medium
Western,Karongi,Sector-3,Marie Merci,2015,27.86,3.56,15.71,96.89,19.59,62.16,493611,0.032258065,Medium
Western,Karongi,Sector-6,GS Kinteko,2016,3.57,27.74,15.66,77.6,8.61,93.21,578720,0.032258065,Medium
Western,Karongi,Sector-8,GS Akumunigo,2017,12.88,11.87,12.37,93.86,8.56,64.36,491384,0.032258065,Medium
Western,Karongi,Sector-6,Marie Merci,2018,3.86,18.95,11.41,66.65,9.68,60.29,392172,0.032258065,Medium
Western,Karongi,Sector-8,GS Kimironko II,2019,29.37,26.35,27.86,60.11,5.59,93.83,535935,0.032258065,High
Western,Karongi,Sector-2,GS Agataramo,2020,11.67,3.25,7.46,67.93,5.63,61.86,407550,0.032258065,Low
Western,Karongi,Sector-5,GS Matara,2021,28.65,2.55,15.6,81.03,14.11,79.12,553739,0.032258065,Medium
Western,Karongi,Sector-7,ES Kigoma,2022,6.53,17.03,11.78,80.22,1.19,61.15,191257,0.032258065,Medium
Western,Karongi,Sector-8,GS Mweya,2023,24.56,9.72,17.14,71.02,6.67,84.54,284972,0.032258065,Medium
Western,Karongi,Sector-6,GS Agataramo,2024,2.1,5.26,3.68,97.88,14.79,91.22,398326,0.032258065,Low
Western,Karongi,Sector-4,GS Ruramira,2010,27.25,13.6,20.43,85.39,4.03,80.84,313057,0.03030303,Medium
Western,Karongi,Sector-8,GS Rutongo,2011,9.26,23.19,16.22,69.69,2.01,84.91,313877,0.03030303,Medium
Western,Karongi,Sector-6,Marie Merci,2012,19.38,26.52,22.95,96.14,8.96,94.71,382272,0.03030303,Medium
Western,Karongi,Sector-9,GS Matara,2013,11.04,10.81,10.92,73.31,3.66,98.82,100005,0.03030303,Medium
Western,Karongi,Sector-2,GS Akumunigo,2014,4.81,18.15,11.48,67.15,15.77,69.72,322322,0.03030303,Medium
Western,Karongi,Sector-5,GS Gitega,2015,21.53,8.37,14.95,93.89,19.51,67.77,463133,0.03030303,Medium
Western,Karongi,Sector-4,New Vision,2016,26.18,26.9,26.54,85.7,16.95,85.86,421095,0.03030303,High
Western,Karongi,Sector-9,GS Rwamagana,2017,10.66,12.6,11.63,76.24,3.18,71.47,146629,0.03030303,Medium
Western,Karongi,Sector-8,GS Rutongo,2018,6.67,29.22,17.95,60.56,3.08,83.62,405617,0.03030303,Medium
Western,Karongi,Sector-2,GS Kinteko,2019,24.02,23.77,23.89,63.15,7.66,97.52,572099,0.03030303,Medium
Western,Karongi,Sector-5,GS Rukomo,2020,5.56,19.64,12.6,70.28,15.62,79.19,146281,0.03030303,Medium
Western,Karongi,Sector-9,GS Camp Kigali,2021,25.37,10.38,17.88,73.56,13.41,93.51,273795,0.03030303,Medium
Western,Karongi,Sector-7,GS Ruheru,2022,29.71,20.14,24.92,78.05,16.46,77.32,498115,0.03030303,Medium
Western,Karongi,Sector-9,GS Cyahafi,2023,28,19.08,23.54,62.44,13.54,70.61,268902,0.03030303,Medium
Western,Karongi,Sector-2,GS Rwamagana,2024,14.8,29.82,22.31,92.03,5.39,93.4,396280,0.03030303,Medium
Western,Karongi,Sector-3,GS Matara,2010,16.2,15.65,15.92,87.48,7.38,96.46,493781,0.023809524,Medium
Western,Karongi,Sector-8,ES Kigoma,2011,13.29,11.46,12.38,83.06,13.65,82.88,565070,0.023809524,Medium
Western,Karongi,Sector-4,GS Rwanyanza,2012,7.04,14.39,10.72,80.93,14.69,79.95,397391,0.023809524,Medium
Western,Karongi,Sector-8,GS Mweya,2013,22.68,8.32,15.5,62.43,18.74,84.26,497175,0.023809524,Medium
Western,Karongi,Sector-3,Mater Dei,2014,19.2,10.33,14.77,56.39,12.24,69.42,241668,0.023809524,Medium
Western,Karongi,Sector-4,GS Rukomo,2015,5.83,16.33,11.08,72.2,0.53,61.4,196368,0.023809524,Medium
Western,Karongi,Sector-5,King David,2016,22.43,10.22,16.33,80.7,14.26,78.12,380118,0.023809524,Medium
Western,Karongi,Sector-1,GS Gitega,2017,8.93,4.53,6.73,72.08,9.88,77.7,512838,0.023809524,Low
Western,Karongi,Sector-6,GS Migongo,2018,18.99,16.78,17.88,86.14,1.79,81.37,400677,0.023809524,Medium
Western,Karongi,Sector-5,Mater Dei,2019,4.67,24.97,14.82,82.76,0.86,88.56,115389,0.023809524,Medium
Western,Karongi,Sector-1,GS Ruheru,2020,17.64,25.75,21.7,67.51,0.06,91.83,500404,0.023809524,Medium
Western,Karongi,Sector-4,GS Cyahafi,2021,28.83,18.17,23.5,91.12,6.22,62.66,460048,0.023809524,Medium
Western,Karongi,Sector-4,GS Buye,2022,10.3,20.1,15.2,77.94,9.36,68.45,209366,0.023809524,Medium
Western,Karongi,Sector-2,Mater Dei,2023,4.69,19.84,12.26,61.28,2.36,88.4,117184,0.023809524,Medium
Western,Karongi,Sector-6,Marie Merci,2024,28.79,3.64,16.21,56.94,11.81,88.2,439336,0.023809524,Medium
Western,Karongi,Sector-6,GS Gahanga I,2010,6.57,7.52,7.04,68.02,16.47,86.11,387979,0.028571429,Low
Western,Karongi,Sector-1,GS Rutongo,2011,12.89,29.73,21.31,75.65,6.42,81.19,451145,0.028571429,Medium
Western,Karongi,Sector-9,ES Kigoma,2012,7.52,26.46,16.99,76.12,9.91,83.75,489817,0.028571429,Medium
Western,Karongi,Sector-2,GS Camp Kigali,2013,1.52,10.71,6.11,71.6,18.98,62.27,455143,0.028571429,Low
Western,Karongi,Sector-7,GS Cyahafi,2014,10.73,10.43,10.58,83.52,10.73,98.51,101845,0.028571429,Medium
Western,Karongi,Sector-4,GS Cyahafi,2015,22.8,5.06,13.93,68.45,18.22,80.45,195259,0.028571429,Medium
Western,Karongi,Sector-7,GS Mweya,2016,28.06,15.43,21.75,52.91,13.07,82.92,508275,0.028571429,Medium
Western,Karongi,Sector-5,GS Rutongo,2017,25.31,16.23,20.77,68.33,6.09,82.2,211359,0.028571429,Medium
Western,Karongi,Sector-1,Marie Merci,2018,20.79,25.58,23.19,90.64,8.39,88.69,496707,0.028571429,Medium
Western,Karongi,Sector-3,GS Rutongo,2019,15.07,8.43,11.75,70.48,9.18,87.5,416235,0.028571429,Medium
Western,Karongi,Sector-5,New Vision,2020,29.53,12.38,20.95,67.02,12,95.79,184731,0.028571429,Medium
Western,Karongi,Sector-1,GS Buye,2021,6.24,16.69,11.47,75.13,17.64,93.3,482329,0.028571429,Medium
Western,Karongi,Sector-7,GS Gahanga I,2022,13.89,18.08,15.98,53.56,9.24,69.81,190709,0.028571429,Medium
Western,Karongi,Sector-3,GS Gitega,2023,8.44,22.1,15.27,57.41,14.11,89.94,583419,0.028571429,Medium
Western,Karongi,Sector-6,GS Mubuga,2024,17.46,28.57,23.01,65.32,18.49,74.12,599687,0.028571429,Medium
Western,Karongi,Sector-7,GS Ruheru,2010,3.06,24.16,13.61,74.22,17.57,62.73,187745,0.027027027,Medium
Western,Karongi,Sector-2,GS Ruheru,2011,3.07,1.94,2.51,71.95,1,65.32,218819,0.027027027,Low
Western,Karongi,Sector-1,GS Ruramira,2012,8.65,2.89,5.77,80.04,1.88,73.05,318850,0.027027027,Low
Western,Karongi,Sector-9,Mater Dei,2013,20.12,10.19,15.15,72.15,3.91,95.92,200919,0.027027027,Medium
Western,Karongi,Sector-8,GS Rutongo,2014,1.32,8.03,4.68,72.75,7.89,80.36,103145,0.027027027,Low
Western,Karongi,Sector-2,Mater Dei,2015,11.8,14.22,13.01,70.28,15.13,74.57,402468,0.027027027,Medium
Western,Karongi,Sector-1,Mater Dei,2016,18.7,11.56,15.13,74.65,3.9,79.46,179858,0.027027027,Medium
Western,Karongi,Sector-6,GS Agataramo,2017,5.8,23.54,14.67,68.89,17.54,78.06,190450,0.027027027,Medium
Western,Karongi,Sector-4,GS Nyacyina,2018,26.16,14.08,20.12,61.05,13.03,84.25,209513,0.027027027,Medium
Western,Karongi,Sector-8,GS Rwamagana,2019,5.47,19.75,12.61,73.33,18.69,73.56,342960,0.027027027,Medium
Western,Karongi,Sector-9,GS Gahanga I,2020,29.33,22.45,25.89,62.82,18.97,85.83,297156,0.027027027,High
Western,Karongi,Sector-6,King David,2021,7.52,29.99,18.75,81.68,13.36,60.09,420098,0.027027027,Medium
Western,Karongi,Sector-3,GS Mubuga,2022,24.38,5.76,15.07,73.41,6.35,72.48,385084,0.027027027,Medium
Western,Karongi,Sector-9,GS Matara,2023,11.46,20.41,15.94,71.62,6.78,95.9,434741,0.027027027,Medium
Western,Karongi,Sector-5,King David,2024,24.76,4.79,14.78,62.86,1.94,76.34,400646,0.027027027,Medium
Western,Nyamasheke,Sector-6,GS Matara,2010,28.47,18.26,23.36,68.04,10.79,66.64,310255,0.022222222,Medium
Western,Nyamasheke,Sector-3,GS Mubuga,2011,23.52,10.32,16.92,65.31,3.12,70.18,148566,0.022222222,Medium
Western,Nyamasheke,Sector-9,GS Gitega,2012,21.95,21.94,21.94,70.03,13.95,76.32,387251,0.022222222,Medium
Western,Nyamasheke,Sector-5,GS Akumunigo,2013,15.68,1.74,8.71,94.41,1.2,80.97,359853,0.022222222,Low
Western,Nyamasheke,Sector-5,Marie Merci,2014,28.89,16.92,22.9,71.01,15.44,82.68,171301,0.022222222,Medium
Western,Nyamasheke,Sector-7,GS Mweya,2015,2.11,12.65,7.38,83.04,13.54,82,485939,0.022222222,Low
Western,Nyamasheke,Sector-8,GS Gahanga I,2016,20.58,29.39,24.99,80.13,8.99,94.29,541802,0.022222222,Medium
Western,Nyamasheke,Sector-2,GS Nyacyina,2017,9.33,4.03,6.68,81.86,9.21,82.27,101301,0.022222222,Low
Western,Nyamasheke,Sector-8,GS Gahanga I,2018,4.36,20.51,12.44,81.23,7.37,67.85,525361,0.022222222,Medium
Western,Nyamasheke,Sector-3,GS Rutongo,2019,2.91,19.04,10.98,71.65,8.99,96.41,241140,0.022222222,Medium
Western,Nyamasheke,Sector-6,Mater Dei,2020,16.77,3.91,10.34,82.67,12,63.23,461395,0.022222222,Medium
Western,Nyamasheke,Sector-2,GS Kimironko II,2021,15.9,21.14,18.52,58.5,16.69,92.77,356445,0.022222222,Medium
Western,Nyamasheke,Sector-7,GS Rukomo,2022,11.46,18.75,15.11,55.48,6.25,68.64,298418,0.022222222,Medium
Western,Nyamasheke,Sector-9,GS Ruramira,2023,15.92,18.07,17,86.15,9.48,84.35,266916,0.022222222,Medium
Western,Nyamasheke,Sector-9,GS Kimironko II,2024,13.02,25.42,19.22,55.89,17.8,86.05,398951,0.022222222,Medium
Western,Nyamasheke,Sector-2,GS Rwamagana,2010,2.75,3.36,3.05,77.7,0.2,98.84,377533,0.021276596,Low
Western,Nyamasheke,Sector-3,Mater Dei,2011,14.95,13.02,13.98,75.75,5.12,92.2,552834,0.021276596,Medium
Western,Nyamasheke,Sector-5,Marie Merci,2012,1.93,9.6,5.77,75.14,11.83,98.77,314273,0.021276596,Low
Western,Nyamasheke,Sector-2,GS Agataramo,2013,25.89,14.94,20.42,56.14,18.24,72.95,323830,0.021276596,Medium
Western,Nyamasheke,Sector-9,GS Migongo,2014,28.53,24.95,26.74,81.44,3.74,99.27,511166,0.021276596,High
Western,Nyamasheke,Sector-4,GS Rwamagana,2015,1.95,28.43,15.19,77.21,13.22,76.31,545345,0.021276596,Medium
Western,Nyamasheke,Sector-2,GS Rwanyanza,2016,12.45,22.58,17.51,95.58,11.54,75.15,524223,0.021276596,Medium
Western,Nyamasheke,Sector-4,GS Buye,2017,20.07,6.64,13.36,83.43,14.8,69.86,210551,0.021276596,Medium
Western,Nyamasheke,Sector-9,GS Gitega,2018,14,28.19,21.09,79.86,11.22,82.77,566245,0.021276596,Medium
Western,Nyamasheke,Sector-9,GS Kinteko,2019,9.71,12.61,11.16,89.9,5.07,65.23,421721,0.021276596,Medium
Western,Nyamasheke,Sector-8,GS Buye,2020,24.24,3.04,13.64,71.6,18.53,83.86,400767,0.021276596,Medium
Western,Nyamasheke,Sector-3,GS Nyacyina,2021,21.26,8.46,14.86,77.43,6.3,65.52,342153,0.021276596,Medium
Western,Nyamasheke,Sector-4,GS Migongo,2022,2.52,28.51,15.51,87.96,4.81,87.04,315192,0.021276596,Medium
Western,Nyamasheke,Sector-7,GS Camp Kigali,2023,26.44,12.46,19.45,83.17,14.06,80.87,590847,0.021276596,Medium
Western,Nyamasheke,Sector-9,GS Rukomo,2024,2.22,27.3,14.76,73.62,1.87,82.66,497504,0.021276596,Medium
Western,Nyamasheke,Sector-4,GS Buye,2010,1.07,13.06,7.06,88.18,1.38,97.81,556021,0.033333333,Low
Western,Nyamasheke,Sector-9,GS Agataramo,2011,29.08,26.73,27.91,59.54,6.22,97.7,453062,0.033333333,High
Western,Nyamasheke,Sector-1,GS Camp Kigali,2012,15.22,23.41,19.31,73.4,17.32,89.98,278527,0.033333333,Medium
Western,Nyamasheke,Sector-8,ES Kigoma,2013,4.83,18.27,11.55,71.79,2.16,70.1,474817,0.033333333,Medium
Western,Nyamasheke,Sector-9,GS Gahanga I,2014,8.3,8.89,8.59,69.23,1.64,86.05,514193,0.033333333,Low
Western,Nyamasheke,Sector-2,GS Rukomo,2015,9.72,7.51,8.62,72.74,6,98.64,308833,0.033333333,Low
Western,Nyamasheke,Sector-3,GS Rukomo,2016,16.4,12.84,14.62,60.13,6.59,92.77,321163,0.033333333,Medium
Western,Nyamasheke,Sector-3,GS Mubuga,2017,12.07,18.92,15.5,77.76,9.01,96.2,389761,0.033333333,Medium
Western,Nyamasheke,Sector-3,GS Mweya,2018,19.75,28.63,24.19,70.86,19.16,73.29,468066,0.033333333,Medium
Western,Nyamasheke,Sector-6,GS Ruramira,2019,18.07,1.32,9.69,76.31,7.06,62.88,205879,0.033333333,Low
Western,Nyamasheke,Sector-1,Marie Merci,2020,29.11,10.24,19.68,76.1,10.39,60.96,351249,0.033333333,Medium
Western,Nyamasheke,Sector-9,Mater Dei,2021,14.54,25.96,20.25,84.41,10.58,66.9,252215,0.033333333,Medium
Western,Nyamasheke,Sector-3,GS Camp Kigali,2022,22.86,13.74,18.3,73.77,0.36,74.84,412379,0.033333333,Medium
Western,Nyamasheke,Sector-2,GS Camp Kigali,2023,21.95,25.23,23.59,71.18,5.76,94.05,185333,0.033333333,Medium
Western,Nyamasheke,Sector-8,Mater Dei,2024,10.4,20.69,15.54,68.14,7.29,72.4,447614,0.033333333,Medium
Western,Nyamasheke,Sector-3,GS Gitega,2010,7.27,23.37,15.32,67.27,17.25,78.77,445259,0.01754386,Medium
Western,Nyamasheke,Sector-5,GS Rwanyanza,2011,25.77,1.65,13.71,74.43,18.86,76.63,140751,0.01754386,Medium
Western,Nyamasheke,Sector-3,GS Akumunigo,2012,6.21,20.22,13.21,73.11,15.24,72.99,450891,0.01754386,Medium
Western,Nyamasheke,Sector-1,GS Mweya,2013,10.54,16.48,13.51,56.76,14.36,79.43,255647,0.01754386,Medium
Western,Nyamasheke,Sector-9,GS Ruheru,2014,28.37,21.11,24.74,87.37,0.62,84.01,281877,0.01754386,Medium
Western,Nyamasheke,Sector-3,GS Buye,2015,21.99,27.26,24.62,84.49,1.81,86.85,441383,0.01754386,Medium
